rule;description;status;date_added;date_removed;filename;projectname
56;Lines should have sufficient coverage by tests;OPEN;8-11-2012;;allura/ForgeWiki/forgewiki/converters.py;allura
14;Docstrings should be defined;OPEN;8-30-12;;allura/ForgeWiki/forgewiki/converters.py;allura
394;Undefined variable;OPEN;8-30-12;;allura/ForgeWiki/forgewiki/converters.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;12-12-2009;4-26-13;allura/ForgeWiki/forgewiki/model/__init__.py;allura
14;Docstrings should be defined;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/model/__init__.py;allura
56;Lines should have sufficient coverage by tests;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/model/__init__.py;allura
14;Docstrings should be defined;CLOSED;12-12-2009;2-6-2010;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;CLOSED;12-12-2009;4-10-2010;allura/ForgeWiki/forgewiki/model/wiki.py;allura
58;Source files should not have any duplicated blocks;CLOSED;12-12-2009;4-10-2010;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;CLOSED;12-12-2009;6-30-12;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
56;Lines should have sufficient coverage by tests;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;CLOSED;2-6-2010;4-10-2010;allura/ForgeWiki/forgewiki/model/wiki.py;allura
40;Functions should not contain too many return statements;CLOSED;2-6-2010;4-10-2010;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;OPEN;2-6-2010;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
328;Redefined function/class/method;CLOSED;2-13-10;4-10-2010;allura/ForgeWiki/forgewiki/model/wiki.py;allura
16;"Sections of code should not be ""commented out""";CLOSED;3-12-2010;4-10-2010;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;OPEN;5-28-10;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;CLOSED;6-4-2010;7-23-10;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;OPEN;6-4-2010;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
360;Undefined name;CLOSED;8-14-10;2-5-2011;allura/ForgeWiki/forgewiki/model/wiki.py;allura
360;Undefined name;CLOSED;8-14-10;5-24-12;allura/ForgeWiki/forgewiki/model/wiki.py;allura
360;Undefined name;OPEN;8-14-10;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
58;Source files should not have any duplicated blocks;CLOSED;9-24-10;1-7-2011;allura/ForgeWiki/forgewiki/model/wiki.py;allura
360;Undefined name;CLOSED;2-5-2011;10-18-13;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;OPEN;2-5-2011;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
360;Undefined name;OPEN;2-5-2011;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;OPEN;6-30-12;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
360;Undefined name;OPEN;6-30-12;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
360;Undefined name;OPEN;11-8-2013;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
58;Source files should not have any duplicated blocks;OPEN;3-11-2016;;allura/ForgeWiki/forgewiki/model/wiki.py;allura
14;Docstrings should be defined;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/templates/__init__.py;allura
56;Lines should have sufficient coverage by tests;CLOSED;12-12-2009;12-22-10;allura/ForgeWiki/forgewiki/tests/__init__.py;allura
58;Source files should not have any duplicated blocks;CLOSED;2-13-10;12-22-10;allura/ForgeWiki/forgewiki/tests/__init__.py;allura
360;Undefined name;CLOSED;8-14-10;12-22-10;allura/ForgeWiki/forgewiki/tests/__init__.py;allura
14;Docstrings should be defined;OPEN;12-22-10;;allura/ForgeWiki/forgewiki/tests/__init__.py;allura
14;Docstrings should be defined;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/tests/functional/__init__.py;allura
14;Docstrings should be defined;OPEN;6-1-2013;;allura/ForgeWiki/forgewiki/tests/functional/test_rest.py;allura
56;Lines should have sufficient coverage by tests;OPEN;6-1-2013;;allura/ForgeWiki/forgewiki/tests/functional/test_rest.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;6-1-2013;;allura/ForgeWiki/forgewiki/tests/functional/test_rest.py;allura
360;Undefined name;OPEN;6-1-2013;;allura/ForgeWiki/forgewiki/tests/functional/test_rest.py;allura
394;Undefined variable;OPEN;6-1-2013;;allura/ForgeWiki/forgewiki/tests/functional/test_rest.py;allura
14;Docstrings should be defined;OPEN;6-5-2015;;allura/ForgeWiki/forgewiki/tests/functional/test_rest.py;allura
14;Docstrings should be defined;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
56;Lines should have sufficient coverage by tests;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
394;Undefined variable;OPEN;2-6-2010;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
58;Source files should not have any duplicated blocks;CLOSED;2-13-10;3-25-11;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
394;Undefined variable;OPEN;3-12-2010;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;4-18-10;5-22-10;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;5-22-10;6-4-2010;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;6-4-2010;1-21-11;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;6-4-2010;2-5-2011;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;7-9-2010;10-2-2010;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;7-9-2010;2-5-2011;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
360;Undefined name;CLOSED;8-14-10;3-25-11;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
360;Undefined name;OPEN;8-14-10;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
360;Undefined name;OPEN;3-25-11;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
360;Undefined name;OPEN;1-6-2012;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
29;Cognitive Complexity of functions should not be too high;OPEN;3-29-12;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
394;Undefined variable;OPEN;12-7-2012;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
394;Undefined variable;CLOSED;5-24-13;6-1-2013;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;7-12-2013;1-11-2014;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
394;Undefined variable;OPEN;7-12-2013;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;11-22-13;10-9-2015;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;OPEN;11-22-13;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
50;Lines should not be too long;CLOSED;3-14-14;10-9-2015;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
14;Docstrings should be defined;OPEN;8-21-15;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
14;Docstrings should be defined;OPEN;9-9-2016;;allura/ForgeWiki/forgewiki/tests/functional/test_root.py;allura
14;Docstrings should be defined;OPEN;8-23-13;;allura/ForgeWiki/forgewiki/tests/test_app.py;allura
56;Lines should have sufficient coverage by tests;OPEN;8-23-13;;allura/ForgeWiki/forgewiki/tests/test_app.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;8-23-13;;allura/ForgeWiki/forgewiki/tests/test_app.py;allura
360;Undefined name;OPEN;8-23-13;;allura/ForgeWiki/forgewiki/tests/test_app.py;allura
14;Docstrings should be defined;OPEN;8-11-2012;;allura/ForgeWiki/forgewiki/tests/test_converters.py;allura
56;Lines should have sufficient coverage by tests;OPEN;8-11-2012;;allura/ForgeWiki/forgewiki/tests/test_converters.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;8-11-2012;;allura/ForgeWiki/forgewiki/tests/test_converters.py;allura
14;Docstrings should be defined;OPEN;10-23-14;;allura/ForgeWiki/forgewiki/tests/test_models.py;allura
56;Lines should have sufficient coverage by tests;OPEN;10-23-14;;allura/ForgeWiki/forgewiki/tests/test_models.py;allura
360;Undefined name;OPEN;10-23-14;;allura/ForgeWiki/forgewiki/tests/test_models.py;allura
14;Docstrings should be defined;OPEN;3-20-15;;allura/ForgeWiki/forgewiki/tests/test_models.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;3-20-15;;allura/ForgeWiki/forgewiki/tests/test_models.py;allura
360;Undefined name;OPEN;3-20-15;;allura/ForgeWiki/forgewiki/tests/test_models.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;3-26-10;4-26-13;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
14;Docstrings should be defined;OPEN;3-26-10;;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
42;Function names should comply with a naming convention;OPEN;3-26-10;;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
56;Lines should have sufficient coverage by tests;OPEN;3-26-10;;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
360;Undefined name;CLOSED;8-14-10;12-22-10;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
360;Undefined name;OPEN;8-14-10;;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
14;Docstrings should be defined;OPEN;4-29-11;;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
360;Undefined name;OPEN;4-29-11;;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
14;Docstrings should be defined;OPEN;1-6-2012;;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
360;Undefined name;OPEN;1-6-2012;;allura/ForgeWiki/forgewiki/tests/test_wiki_roles.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;12-12-2009;4-26-13;allura/ForgeWiki/forgewiki/version.py;allura
14;Docstrings should be defined;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/version.py;allura
56;Lines should have sufficient coverage by tests;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/version.py;allura
14;Docstrings should be defined;OPEN;12-17-10;;allura/ForgeWiki/forgewiki/widgets/__init__.py;allura
14;Docstrings should be defined;CLOSED;12-12-2009;4-10-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;CLOSED;12-12-2009;9-7-2012;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;12-12-2009;3-29-13;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;CLOSED;12-12-2009;5-3-2013;allura/ForgeWiki/forgewiki/wiki_main.py;allura
58;Source files should not have any duplicated blocks;CLOSED;12-12-2009;5-3-2013;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;12-12-2009;1-11-2014;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
56;Lines should have sufficient coverage by tests;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;12-12-2009;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;12-22-09;1-11-2014;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;1-8-2010;3-12-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;2-6-2010;3-12-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;CLOSED;2-6-2010;7-23-10;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;2-6-2010;7-23-10;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;2-6-2010;3-4-2011;allura/ForgeWiki/forgewiki/wiki_main.py;allura
276;Access of nonexistent member;CLOSED;3-12-2010;4-18-10;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;OPEN;3-12-2010;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
394;Undefined variable;CLOSED;4-18-10;4-23-10;allura/ForgeWiki/forgewiki/wiki_main.py;allura
16;"Sections of code should not be ""commented out""";CLOSED;4-18-10;10-29-10;allura/ForgeWiki/forgewiki/wiki_main.py;allura
360;Undefined name;CLOSED;4-30-10;5-28-10;allura/ForgeWiki/forgewiki/wiki_main.py;allura
29;Cognitive Complexity of functions should not be too high;CLOSED;5-22-10;6-4-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
46;Functions, methods and lambdas should not have too many parameters;CLOSED;5-22-10;6-4-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
50;Lines should not be too long;CLOSED;5-22-10;6-4-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
24;"Control flow statements ""if"", ""for"", ""while"", ""try"" and ""with"" should not be nested too deeply";OPEN;5-22-10;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
281;Syntax error;CLOSED;5-28-10;5-24-13;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;CLOSED;5-28-10;6-5-2015;allura/ForgeWiki/forgewiki/wiki_main.py;allura
29;Cognitive Complexity of functions should not be too high;CLOSED;6-4-2010;6-11-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
46;Functions, methods and lambdas should not have too many parameters;CLOSED;6-4-2010;6-11-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
50;Lines should not be too long;CLOSED;6-4-2010;6-11-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
23;\ should only be used as an escape character outside of raw strings;CLOSED;6-4-2010;6-25-10;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;OPEN;6-4-2010;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
46;Functions, methods and lambdas should not have too many parameters;CLOSED;6-11-2010;12-14-12;allura/ForgeWiki/forgewiki/wiki_main.py;allura
29;Cognitive Complexity of functions should not be too high;OPEN;6-11-2010;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
50;Lines should not be too long;CLOSED;7-9-2010;10-2-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
20;Functions should not be too complex;OPEN;7-9-2010;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;CLOSED;7-23-10;10-2-2010;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;OPEN;7-23-10;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;9-17-10;4-29-11;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;OPEN;10-2-2010;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
29;Cognitive Complexity of functions should not be too high;CLOSED;3-25-11;4-29-11;allura/ForgeWiki/forgewiki/wiki_main.py;allura
38;Statements should be on separate lines;CLOSED;3-25-11;4-29-11;allura/ForgeWiki/forgewiki/wiki_main.py;allura
50;Lines should not be too long;CLOSED;6-5-2011;1-11-2014;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;CLOSED;6-5-2011;4-16-15;allura/ForgeWiki/forgewiki/wiki_main.py;allura
50;Lines should not be too long;CLOSED;12-10-2011;1-24-14;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;CLOSED;9-7-2012;5-3-2013;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;CLOSED;3-29-13;4-26-13;allura/ForgeWiki/forgewiki/wiki_main.py;allura
29;Cognitive Complexity of functions should not be too high;CLOSED;3-29-13;4-26-13;allura/ForgeWiki/forgewiki/wiki_main.py;allura
41;"Collapsible ""if"" statements should be merged";CLOSED;3-29-13;4-26-13;allura/ForgeWiki/forgewiki/wiki_main.py;allura
46;Functions, methods and lambdas should not have too many parameters;OPEN;3-29-13;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;OPEN;5-3-2013;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
355;Method has no argument;CLOSED;5-24-13;4-16-15;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;OPEN;5-24-13;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
360;Undefined name;OPEN;5-24-13;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
50;Lines should not be too long;OPEN;1-24-14;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
14;Docstrings should be defined;OPEN;6-5-2015;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
360;Undefined name;OPEN;6-5-2015;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
360;Undefined name;OPEN;6-12-2015;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
360;Undefined name;CLOSED;1-9-2016;3-11-2016;allura/ForgeWiki/forgewiki/wiki_main.py;allura
360;Undefined name;OPEN;3-11-2016;;allura/ForgeWiki/forgewiki/wiki_main.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;12-12-2009;4-26-13;allura/ForgeWiki/setup.py;allura
14;Docstrings should be defined;OPEN;12-12-2009;;allura/ForgeWiki/setup.py;allura
56;Lines should have sufficient coverage by tests;OPEN;12-12-2009;;allura/ForgeWiki/setup.py;allura
38;Statements should be on separate lines;CLOSED;2-5-2011;1-11-2014;allura/fuse/accessfs.py;allura
14;Docstrings should be defined;OPEN;2-5-2011;;allura/fuse/accessfs.py;allura
21;"The ""print"" statement should not be used";OPEN;2-5-2011;;allura/fuse/accessfs.py;allura
45;Nested blocks of code should not be left empty;OPEN;2-5-2011;;allura/fuse/accessfs.py;allura
56;Lines should have sufficient coverage by tests;OPEN;2-5-2011;;allura/fuse/accessfs.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;2-5-2011;;allura/fuse/accessfs.py;allura
281;Syntax error;OPEN;2-5-2011;;allura/fuse/accessfs.py;allura
14;Docstrings should be defined;OPEN;7-20-12;;allura/scripts/add_user_to_group.py;allura
40;Functions should not contain too many return statements;OPEN;7-20-12;;allura/scripts/add_user_to_group.py;allura
56;Lines should have sufficient coverage by tests;OPEN;7-20-12;;allura/scripts/add_user_to_group.py;allura
360;Undefined name;OPEN;7-20-12;;allura/scripts/add_user_to_group.py;allura
14;Docstrings should be defined;OPEN;3-20-14;;allura/scripts/ApacheAccessHandler.py;allura
26;Two branches in a conditional structure should not have exactly the same implementation;OPEN;3-20-14;;allura/scripts/ApacheAccessHandler.py;allura
40;Functions should not contain too many return statements;OPEN;3-20-14;;allura/scripts/ApacheAccessHandler.py;allura
56;Lines should have sufficient coverage by tests;OPEN;3-20-14;;allura/scripts/ApacheAccessHandler.py;allura
394;Undefined variable;OPEN;3-20-14;;allura/scripts/ApacheAccessHandler.py;allura
14;Docstrings should be defined;OPEN;9-28-16;;allura/scripts/ApacheAccessHandler.py;allura
29;Cognitive Complexity of functions should not be too high;OPEN;9-28-16;;allura/scripts/ApacheAccessHandler.py;allura
40;Functions should not contain too many return statements;OPEN;9-28-16;;allura/scripts/ApacheAccessHandler.py;allura
14;Docstrings should be defined;CLOSED;10-18-13;8-19-16;allura/scripts/changelog.py;allura
14;Docstrings should be defined;OPEN;10-18-13;;allura/scripts/changelog.py;allura
21;"The ""print"" statement should not be used";OPEN;10-18-13;;allura/scripts/changelog.py;allura
56;Lines should have sufficient coverage by tests;OPEN;10-18-13;;allura/scripts/changelog.py;allura
281;Syntax error;OPEN;10-18-13;;allura/scripts/changelog.py;allura
14;Docstrings should be defined;OPEN;8-19-16;;allura/scripts/changelog.py;allura
21;"The ""print"" statement should not be used";OPEN;8-19-16;;allura/scripts/changelog.py;allura
14;Docstrings should be defined;CLOSED;9-23-11;10-14-11;allura/scripts/create-allura-sitemap.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;9-23-11;12-11-2015;allura/scripts/create-allura-sitemap.py;allura
281;Syntax error;CLOSED;9-23-11;12-11-2015;allura/scripts/create-allura-sitemap.py;allura
56;Lines should have sufficient coverage by tests;OPEN;9-23-11;;allura/scripts/create-allura-sitemap.py;allura
14;Docstrings should be defined;CLOSED;10-14-11;4-18-14;allura/scripts/create-allura-sitemap.py;allura
29;Cognitive Complexity of functions should not be too high;CLOSED;10-14-11;4-18-14;allura/scripts/create-allura-sitemap.py;allura
14;Docstrings should be defined;CLOSED;10-14-11;12-11-2015;allura/scripts/create-allura-sitemap.py;allura
21;"The ""print"" statement should not be used";CLOSED;10-14-11;12-11-2015;allura/scripts/create-allura-sitemap.py;allura
14;Docstrings should be defined;CLOSED;4-18-14;12-11-2015;allura/scripts/create-allura-sitemap.py;allura
29;Cognitive Complexity of functions should not be too high;CLOSED;4-18-14;12-11-2015;allura/scripts/create-allura-sitemap.py;allura
14;Docstrings should be defined;CLOSED;7-10-2015;12-11-2015;allura/scripts/create-allura-sitemap.py;allura
14;Docstrings should be defined;OPEN;12-11-2015;;allura/scripts/create-allura-sitemap.py;allura
360;Undefined name;OPEN;12-11-2015;;allura/scripts/create-allura-sitemap.py;allura
14;Docstrings should be defined;OPEN;8-22-14;;allura/scripts/create-moved-tickets.py;allura
21;"The ""print"" statement should not be used";OPEN;8-22-14;;allura/scripts/create-moved-tickets.py;allura
56;Lines should have sufficient coverage by tests;OPEN;8-22-14;;allura/scripts/create-moved-tickets.py;allura
281;Syntax error;OPEN;8-22-14;;allura/scripts/create-moved-tickets.py;allura
14;Docstrings should be defined;OPEN;9-19-14;;allura/scripts/fix-wiki-page-names.py;allura
24;"Control flow statements ""if"", ""for"", ""while"", ""try"" and ""with"" should not be nested too deeply";OPEN;9-19-14;;allura/scripts/fix-wiki-page-names.py;allura
29;Cognitive Complexity of functions should not be too high;OPEN;9-19-14;;allura/scripts/fix-wiki-page-names.py;allura
56;Lines should have sufficient coverage by tests;OPEN;9-19-14;;allura/scripts/fix-wiki-page-names.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;9-19-14;;allura/scripts/fix-wiki-page-names.py;allura
360;Undefined name;OPEN;9-19-14;;allura/scripts/fix-wiki-page-names.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;9-1-2010;4-26-13;allura/scripts/migrations/000-fix-tracker-fields.py;allura
38;Statements should be on separate lines;CLOSED;9-1-2010;1-11-2014;allura/scripts/migrations/000-fix-tracker-fields.py;allura
14;Docstrings should be defined;OPEN;9-1-2010;;allura/scripts/migrations/000-fix-tracker-fields.py;allura
29;Cognitive Complexity of functions should not be too high;OPEN;9-1-2010;;allura/scripts/migrations/000-fix-tracker-fields.py;allura
56;Lines should have sufficient coverage by tests;OPEN;9-1-2010;;allura/scripts/migrations/000-fix-tracker-fields.py;allura
360;Undefined name;OPEN;9-1-2010;;allura/scripts/migrations/000-fix-tracker-fields.py;allura
38;Statements should be on separate lines;CLOSED;9-1-2010;1-11-2014;allura/scripts/migrations/001-restore-labels.py;allura
394;Undefined variable;CLOSED;9-1-2010;1-11-2014;allura/scripts/migrations/001-restore-labels.py;allura
14;Docstrings should be defined;OPEN;9-1-2010;;allura/scripts/migrations/001-restore-labels.py;allura
29;Cognitive Complexity of functions should not be too high;OPEN;9-1-2010;;allura/scripts/migrations/001-restore-labels.py;allura
29;Cognitive Complexity of functions should not be too high;OPEN;9-1-2010;;allura/scripts/migrations/001-restore-labels.py;allura
40;Functions should not contain too many return statements;OPEN;9-1-2010;;allura/scripts/migrations/001-restore-labels.py;allura
56;Lines should have sufficient coverage by tests;OPEN;9-1-2010;;allura/scripts/migrations/001-restore-labels.py;allura
57;Source files should have a sufficient density of comment lines;OPEN;9-1-2010;;allura/scripts/migrations/001-restore-labels.py;allura
360;Undefined name;OPEN;9-1-2010;;allura/scripts/migrations/001-restore-labels.py;allura
394;Undefined variable;OPEN;1-11-2014;;allura/scripts/migrations/001-restore-labels.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;11-19-10;4-26-13;allura/scripts/migrations/002-fix-tracker-thread-subjects.py;allura
38;Statements should be on separate lines;CLOSED;11-19-10;1-11-2014;allura/scripts/migrations/002-fix-tracker-thread-subjects.py;allura
14;Docstrings should be defined;OPEN;11-19-10;;allura/scripts/migrations/002-fix-tracker-thread-subjects.py;allura
56;Lines should have sufficient coverage by tests;OPEN;11-19-10;;allura/scripts/migrations/002-fix-tracker-thread-subjects.py;allura
360;Undefined name;OPEN;11-19-10;;allura/scripts/migrations/002-fix-tracker-thread-subjects.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;12-17-10;4-26-13;allura/scripts/migrations/003-migrate_project_roles.py;allura
56;Lines should have sufficient coverage by tests;OPEN;12-17-10;;allura/scripts/migrations/003-migrate_project_roles.py;allura
360;Undefined name;OPEN;12-17-10;;allura/scripts/migrations/003-migrate_project_roles.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;2-5-2011;4-26-13;allura/scripts/migrations/004-make-attachments-polymorphic.py;allura
29;Cognitive Complexity of functions should not be too high;CLOSED;2-5-2011;1-3-2014;allura/scripts/migrations/004-make-attachments-polymorphic.py;allura
14;Docstrings should be defined;OPEN;2-5-2011;;allura/scripts/migrations/004-make-attachments-polymorphic.py;allura
56;Lines should have sufficient coverage by tests;OPEN;2-5-2011;;allura/scripts/migrations/004-make-attachments-polymorphic.py;allura
360;Undefined name;OPEN;2-5-2011;;allura/scripts/migrations/004-make-attachments-polymorphic.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;2-12-2011;4-26-13;allura/scripts/migrations/005-remove_duplicate_ticket_notifications.py;allura
38;Statements should be on separate lines;CLOSED;2-12-2011;1-11-2014;allura/scripts/migrations/005-remove_duplicate_ticket_notifications.py;allura
50;Lines should not be too long;CLOSED;2-12-2011;1-11-2014;allura/scripts/migrations/005-remove_duplicate_ticket_notifications.py;allura
14;Docstrings should be defined;OPEN;2-12-2011;;allura/scripts/migrations/005-remove_duplicate_ticket_notifications.py;allura
21;"The ""print"" statement should not be used";OPEN;2-12-2011;;allura/scripts/migrations/005-remove_duplicate_ticket_notifications.py;allura
56;Lines should have sufficient coverage by tests;OPEN;2-12-2011;;allura/scripts/migrations/005-remove_duplicate_ticket_notifications.py;allura
281;Syntax error;OPEN;2-12-2011;;allura/scripts/migrations/005-remove_duplicate_ticket_notifications.py;allura
57;Source files should have a sufficient density of comment lines;CLOSED;3-25-11;4-26-13;allura/scripts/migrations/006-migrate-artifact-refs.py;allura
38;Statements should be on separate lines;CLOSED;3-25-11;1-3-2014;allura/scripts/migrations/006-migrate-artifact-refs.py;allura
38;Statements should be on separate lines;CLOSED;3-25-11;1-11-2014;allura/scripts/migrations/006-migrate-artifact-refs.py;allura
14;Docstrings should be defined;OPEN;3-25-11;;allura/scripts/migrations/006-migrate-artifact-refs.py;allura
